gene_name	ensembl_transcript	refseq_transcript
OR5D14	ENST00000335605	NM_001004735.1
LGR4	ENST00000379214	NM_018490.5
OR5D13	ENST00000623930	NM_001001967.1
OR9Q1	ENST00000335397	NM_001005212.4
OR4C16	ENST00000623907	NM_001004701.2
TRIM44	ENST00000299413	NM_017583.6
OSBP	ENST00000263847	NM_002556.3
OR10W1	ENST00000395079	NM_207374.3
OR5B17	ENST00000357377	NM_001005489.2
OR4A5	ENST00000319760	NM_001005272.3
PRR5L	ENST00000530639	NM_001160167.2
COMMD9	ENST00000263401	NM_014186.4
ZFP91	ENST00000316059	NM_053023.5
GLYAT	ENST00000344743	NM_201648.3
TRIM48	ENST00000417545	NM_024114.5
CCDC179	ENST00000532798	NM_001195637.2
PRMT3	ENST00000331079	NM_005788.4
OR5I1	ENST00000301532	NM_006637.1
OR5W2	ENST00000344514	NM_001001960.1
ASRGL1	ENST00000415229	NM_001083926.2
ELP4	ENST00000640961	NM_019040.5
ABTB2	ENST00000435224	NM_145804.3
OR10V1	ENST00000307552	NM_001005324.1
PATL1	ENST00000300146	NM_152716.3
PDE3B	ENST00000282096	NM_000922.4
AHNAK	ENST00000378024	NM_001620.3
LRRC4C	ENST00000528697	NM_001258419.2
SYT7	ENST00000539008	NM_001365809.2
TRIM51	ENST00000449290	NM_032681.4
SLC5A12	ENST00000396005	NM_178498.4
SCGB1A1	ENST00000278282	NM_003357.5
E2F8	ENST00000250024	NM_024680.4
TSPAN18	ENST00000520358	NM_130783.5
EEF1G	ENST00000329251	NM_001404.5
NELL1	ENST00000357134	NM_006157.5
IMMP1L	ENST00000532287	NM_001304274.2
OR5D16	ENST00000378396	NM_001005496.1
FIBIN	ENST00000318627	NM_203371.2
PRPF19	ENST00000227524	NM_014502.5
CNTF	ENST00000361987	NM_000614.4
METTL15	ENST00000407364	NM_001113528.2
BDNF	ENST00000356660	NM_001709.5
LDLRAD3	ENST00000315571	NM_174902.4
MRPL16	ENST00000300151	NM_017840.4
OR5L1	ENST00000625203	NM_001004738.2
LIN7C	ENST00000278193	NM_018362.4
TESMIN	ENST00000255087	NM_004923.3
SYT12	ENST00000527043	NM_177963.4
MUC15	ENST00000529533	NM_001135091.2
PLEKHB1	ENST00000354190	NM_021200.3
FGF3	ENST00000334134	NM_005247.4
POLD3	ENST00000263681	NM_006591.3
TAF1D	ENST00000448108	NM_024116.4
FCHSD2	ENST00000409418	NM_014824.3
AMOTL1	ENST00000433060	NM_130847.3
TRIM77	ENST00000398290	NM_001146162.1
CEP295	ENST00000325212	NM_033395.2
AQP11	ENST00000313578	NM_173039.3
DDI1	ENST00000302259	NM_001001711.3
TYR	ENST00000263321	NM_000372.5
MMP8	ENST00000236826	NM_002424.3
NAALAD2	ENST00000534061	NM_005467.4
MMP27	ENST00000260229	NM_022122.3
ARHGAP42	ENST00000298815	NM_152432.4
ZC3H12C	ENST00000278590	NM_033390.2
NOX4	ENST00000263317	NM_016931.5
RHOD	ENST00000308831	NM_014578.4
RAB39A	ENST00000320578	NM_017516.3
MED17	ENST00000251871	NM_004268.5
HEPHL1	ENST00000315765	NM_001098672.2
VSTM5	ENST00000409977	NM_001144871.2
TRIM49	ENST00000329758	NM_020358.2
RAB38	ENST00000243662	NM_022337.3
GAL	ENST00000265643	NM_015973.5
SLC35F2	ENST00000525815	NM_017515.5
RELT	ENST00000064780	NM_152222.2
CARD18	ENST00000530950	NM_021571.4
TMEM135	ENST00000305494	NM_022918.4
TRPC6	ENST00000344327	NM_004621.6
KDM2A	ENST00000529006	NM_012308.3
SLN	ENST00000305991	NM_003063.3
PDGFD	ENST00000393158	NM_025208.5
CUL5	ENST00000393094	NM_003478.6
PPP2R1B	ENST00000527614	NM_002716.5
TMPRSS5	ENST00000299882	NM_030770.4
ELMOD1	ENST00000265840	NM_018712.4
DSCAML1	ENST00000651296	NM_020693.4
ARHGEF17	ENST00000263674	NM_014786.4
UVRAG	ENST00000356136	NM_003369.4
SMCO4	ENST00000298966	NM_020179.3
P4HA3	ENST00000331597	NM_182904.5
CLNS1A	ENST00000525428	NM_001293.3
STX3	ENST00000337979	NM_004177.5
JHY	ENST00000227349	NM_024806.4
FDX1	ENST00000260270	NM_004109.5
TRIM29	ENST00000341846	NM_012101.4
ARHGEF12	ENST00000397843	NM_015313.3
TBRG1	ENST00000441174	NM_032811.3
SORL1	ENST00000260197	NM_003105.6
SIAE	ENST00000263593	NM_170601.5
CRTAM	ENST00000227348	NM_019604.4
HSPA8	ENST00000534624	NM_006597.6
BARX2	ENST00000281437	NM_003658.5
CLMP	ENST00000448775	NM_024769.5
FEZ1	ENST00000278919	NM_005103.5
SLC17A6	ENST00000263160	NM_020346.3
KIF18A	ENST00000263181	NM_031217.4
TENM4	ENST00000278550	NM_001098816.3
UBASH3B	ENST00000284273	NM_032873.5
TMEM225	ENST00000375026	NM_001013743.3
STT3A	ENST00000392708	NM_152713.5
SC5D	ENST00000264027	NM_006918.5
SPATA19	ENST00000299140	NM_174927.3
KIRREL3	ENST00000525144	NM_032531.4
EI24	ENST00000278903	NM_004879.5
FAM118B	ENST00000533050	NM_024556.4
BSX	ENST00000343035	NM_001098169.2
PANX3	ENST00000284288	NM_052959.3
CHORDC1	ENST00000320585	NM_012124.3
PKNOX2	ENST00000298282	NM_001382323.2
CD82	ENST00000227155	NM_002231.4
TREH	ENST00000264029	NM_007180.3
CCDC34	ENST00000328697	NM_030771.2
ANGPTL5	ENST00000334289	NM_178127.5
CEP126	ENST00000263468	NM_020802.4
C11orf87	ENST00000327419	NM_207645.4
RPS3	ENST00000531188	NM_001005.5
GDPD5	ENST00000336898	NM_030792.8
MOGAT2	ENST00000198801	NM_025098.4
SERPINH1	ENST00000358171	NM_001235.5
MS4A7	ENST00000300184	NM_021201.5
MS4A14	ENST00000300187	NM_032597.5
MS4A5	ENST00000300190	NM_023945.3
OAF	ENST00000328965	NM_178507.4
POU2F3	ENST00000543440	NM_014352.4
PPP1R14B	ENST00000309318	NM_138689.3
CATSPERZ	ENST00000328404	NM_001039496.2
PRDX5	ENST00000265462	NM_012094.5
CCDC88B	ENST00000356786	NM_032251.6
RPS6KA4	ENST00000334205	NM_003942.3
SLC22A11	ENST00000301891	NM_018484.4
SLC22A12	ENST00000377574	NM_144585.4
RASGRP2	ENST00000394432	NM_001098671.2
PYGM	ENST00000164139	NM_005609.4
MAP4K2	ENST00000294066	NM_004579.5
EHD1	ENST00000320631	NM_006795.4
PPP2R5B	ENST00000164133	NM_006244.4
GPHA2	ENST00000279168	NM_130769.4
MAJIN	ENST00000301896	NM_001037225.3
BATF2	ENST00000301887	NM_138456.4
ARL2	ENST00000246747	NM_001667.4
CDC42BPG	ENST00000342711	NM_017525.3
OR52R1	ENST00000624978	NM_001005177.3
OR51G1	ENST00000623849	NM_001005237.1
OR51A2	ENST00000380371	NM_001004748.1
OR52J3	ENST00000380370	NM_001001916.2
OR52E2	ENST00000321522	NM_001005164.2
HBB	ENST00000335295	NM_000518.5
HBD	ENST00000650601	NM_000519.4
HBG2	ENST00000336906	NM_000184.3
HBE1	ENST00000396895	NM_005330.4
OR51B4	ENST00000380224	NM_033179.2
OR51B6	ENST00000380219	NM_001004750.1
OR51Q1	ENST00000300778	NM_001004757.2
OR52D1	ENST00000322641	NM_001005163.2
UBQLN3	ENST00000311659	NM_017481.4
UBQLNL	ENST00000380184	NM_145053.5
OR52B6	ENST00000345043	NM_001005162.2
TRIM6	ENST00000380097	NM_001003818.3
OR56B1	ENST00000317121	NM_001005180.3
OR52E6	ENST00000329322	NM_001005167.2
HBG1	ENST00000330597	NM_000559.3
MRGPRG	ENST00000332314	NM_001164377.1
MRGPRE	ENST00000389832	NM_001039165.4
ZNF195	ENST00000399602	NM_001130520.3
GLYATL1B	ENST00000527482	NM_001355566.1
FAM111B	ENST00000343597	NM_198947.4
DTX4	ENST00000227451	NM_015177.2
MPEG1	ENST00000361050	NM_001039396.2
VWA5A	ENST00000456829	NM_001130142.2
TALDO1	ENST00000319006	NM_006755.2
GATD1	ENST00000319863	NM_182612.4
CEND1	ENST00000330106	NM_016564.4
SLC25A22	ENST00000628067	NM_001191061.2
RPLP2	ENST00000321153	NM_001004.4
PNPLA2	ENST00000336615	NM_020376.4
CRACR2B	ENST00000525077	NM_001286606.2
CD151	ENST00000397420	NM_004357.5
POLR2L	ENST00000322028	NM_021128.5
CHID1	ENST00000323578	NM_023947.4
KCNJ5	ENST00000529694	NM_000890.5
NPAT	ENST00000278612	NM_002519.3
C11orf65	ENST00000393084	NM_152587.5
CRYAB	ENST00000650687	NM_001289808.2
HSPB2	ENST00000304298	NM_001541.4
C11orf52	ENST00000278601	NM_080659.3
DIXDC1	ENST00000440460	NM_001037954.4
NKAPD1	ENST00000393047	NM_018195.4
TIMM8B	ENST00000504148	NM_012459.4
IL18	ENST00000280357	NM_001562.4
TEX12	ENST00000280358	NM_031275.4
BCO2	ENST00000357685	NM_031938.7
PTS	ENST00000280362	NM_000317.3
PLET1	ENST00000338832	NM_001145024.1
MUC6	ENST00000421673	NM_005961.3
MRPL23	ENST00000397298	NM_021134.4
OR4C46	ENST00000328188	NM_001004703.1
OR52L1	ENST00000332249	NM_001005173.3
OR56B4	ENST00000316529	NM_001005181.2
OR8A1	ENST00000284287	NM_001005194.2
GUCY1A2	ENST00000526355	NM_000855.3
SLC37A2	ENST00000403796	NM_001145290.2
TLCD5	ENST00000375095	NM_001198671.2
USP47	ENST00000527733	NM_001282659.2
ELF5	ENST00000257832	NM_001422.4
PAK1	ENST00000356341	NM_002576.5
RCN1	ENST00000054950	NM_002901.4
RDX	ENST00000645495	NM_002906.4
SLC6A5	ENST00000525748	NM_004211.5
GRIK4	ENST00000527524	NM_014619.5
CSTPP1	ENST00000278460	NM_024113.5
NLRP14	ENST00000299481	NM_176822.4
RCOR2	ENST00000301459	NM_173587.4
NAA40	ENST00000377793	NM_024771.4
COX8A	ENST00000314133	NM_004074.3
MACROD1	ENST00000255681	NM_014067.4
STIP1	ENST00000305218	NM_006819.3
LSP1	ENST00000311604	NM_002339.3
RNF121	ENST00000361756	NM_018320.5
LAMTOR1	ENST00000278671	NM_017907.3
PHOX2A	ENST00000298231	NM_005169.4
SLC22A18	ENST00000649076	NM_002555.6
PHLDA2	ENST00000314222	NM_003311.4
SWAP70	ENST00000318950	NM_015055.4
ADM	ENST00000278175	NM_001124.3
RNF141	ENST00000265981	NM_016422.4
CRY2	ENST00000616080	NM_021117.5
MAPK8IP1	ENST00000241014	NM_005456.4
FREY1	ENST00000449465	NM_001080446.3
PEX16	ENST00000378750	NM_004813.4
LARGE2	ENST00000401752	NM_001300721.2
CREB3L1	ENST00000621158	NM_052854.4
FAM76B	ENST00000358780	NM_144664.5
CEP57	ENST00000325542	NM_014679.5
EFEMP2	ENST00000307998	NM_016938.5
FIBP	ENST00000357519	NM_004214.5
CCDC85B	ENST00000312579	NM_006848.3
FOSL1	ENST00000312562	NM_005438.5
C11orf68	ENST00000438576	NM_001135635.2
DRAP1	ENST00000312515	NM_006442.4
SART1	ENST00000312397	NM_005146.5
EIF1AD	ENST00000533544	NM_001242481.2
BANF1	ENST00000312175	NM_003860.4
CST6	ENST00000312134	NM_001323.4
CATSPER1	ENST00000312106	NM_053054.4
GAL3ST3	ENST00000312006	NM_033036.3
SF3B2	ENST00000322535	NM_006842.3
RAB1B	ENST00000311481	NM_030981.3
CNIH2	ENST00000311445	NM_182553.3
YIF1A	ENST00000376901	NM_020470.3
TMEM151A	ENST00000327259	NM_153266.4
CD248	ENST00000311330	NM_020404.3
RIN1	ENST00000311320	NM_004292.3
BRMS1	ENST00000359957	NM_015399.4
B4GAT1	ENST00000311181	NM_006876.3
SLC29A2	ENST00000357440	NM_001532.3
PACS1	ENST00000320580	NM_018026.4
DAGLA	ENST00000257215	NM_006133.3
TMEM258	ENST00000537328	NM_014206.4
FEN1	ENST00000305885	NM_004111.6
FADS1	ENST00000350997	NM_013402.7
FADS3	ENST00000278829	NM_021727.5
RAB3IL1	ENST00000394836	NM_013401.4
MYRF	ENST00000278836	NM_001127392.3
MYOD1	ENST00000250003	NM_002478.5
KCNC1	ENST00000265969	NM_001112741.2
ACAT1	ENST00000265838	NM_000019.4
REXO2	ENST00000265881	NM_015523.4
NXPE4	ENST00000375478	NM_001077639.2
TMPRSS4	ENST00000437212	NM_019894.4
MPZL2	ENST00000278937	NM_005797.4
FOLR1	ENST00000393676	NM_016729.3
MTMR2	ENST00000346299	NM_016156.6
PAFAH1B2	ENST00000527958	NM_002572.4
TAGLN	ENST00000392951	NM_003186.5
RNF214	ENST00000300650	NM_207343.4
CEP164	ENST00000278935	NM_014956.5
LRRC55	ENST00000497933	NM_001005210.4
TNKS1BP1	ENST00000358252	NM_033396.3
SSRP1	ENST00000278412	NM_003146.3
PRG3	ENST00000287143	NM_006093.4
PRG2	ENST00000311862	NM_002728.6
NUDT22	ENST00000279206	NM_032344.4
FKBP2	ENST00000309366	NM_004470.4
OSBPL5	ENST00000263650	NM_020896.4
CARS1	ENST00000380525	NM_001014437.3
CPT1A	ENST00000265641	NM_001876.4
MRPL21	ENST00000362034	NM_181514.2
MRGPRD	ENST00000309106	NM_198923.2
TPCN2	ENST00000294309	NM_139075.4
UBE4A	ENST00000252108	NM_001204077.2
IGHMBP2	ENST00000255078	NM_002180.3
DEFB108B	ENST00000328698	NM_001002035.2
DEFB131B	ENST00000530210	NM_001242853.1
INSC	ENST00000379556	NM_001042536.3
IGSF9B	ENST00000533871	NM_001277285.4
TRIM34	ENST00000429814	NM_021616.6
RAB6A	ENST00000336083	NM_198896.2
SLC43A3	ENST00000395124	NM_199329.3
PSMA1	ENST00000396394	NM_002786.4
C11orf54	ENST00000354421	NM_001286069.2
KLC2	ENST00000394067	NM_001318734.2
TP53I11	ENST00000525680	NM_006034.5
SPA17	ENST00000227135	NM_017425.4
EHF	ENST00000257831	NM_012153.6
ENSG00000286264	ENST00000652762	NM_001370414.1
LPXN	ENST00000395074	NM_004811.3
SCN4B	ENST00000324727	NM_174934.4
COPB1	ENST00000439561	NM_001144061.2
PLCB3	ENST00000279230	NM_000932.5
CCDC81	ENST00000445632	NM_001156474.2
ALG9	ENST00000616540	NM_024740.2
FDXACB1	ENST00000260257	NM_138378.3
CFAP68	ENST00000260276	NM_022761.3
LGALS12	ENST00000394618	NM_033101.4
PLAAT4	ENST00000255688	NM_004585.5
PLAAT2	ENST00000255695	NM_017878.2
ATL3	ENST00000398868	NM_015459.5
RTN3	ENST00000377819	NM_001265589.2
ZFTA	ENST00000433688	NM_001144936.2
SPINDOC	ENST00000294244	NM_138471.3
SAAL1	ENST00000524803	NM_138421.3
MRGPRX4	ENST00000314254	NM_054032.3
SAA4	ENST00000278222	NM_006512.4
SAA2	ENST00000256733	NM_030754.5
OR5F1	ENST00000278409	NM_003697.1
OR8H3	ENST00000313472	NM_001005201.1
OR8K5	ENST00000313447	NM_001004058.2
OR5J2	ENST00000312298	NM_001005492.1
OR10Q1	ENST00000316770	NM_001004471.2
OR4D11	ENST00000313253	NM_001004706.1
OR8U1	ENST00000302270	NM_001005204.1
OR8U3	ENST00000623286	NM_001004744.1
OR5M9	ENST00000279791	NM_001004743.1
LMNTD2	ENST00000329451	NM_173573.3
RASSF7	ENST00000397583	NM_003475.4
PHRF1	ENST00000264555	NM_001286581.2
CDHR5	ENST00000397542	NM_021924.5
SCT	ENST00000176195	NM_021920.4
DRD4	ENST00000176183	NM_000797.4
PARVA	ENST00000334956	NM_018222.5
OR10G6	ENST00000307002	NM_001355219.1
OR10G9	ENST00000375024	NM_001001953.1
TTC9C	ENST00000316461	NM_173810.4
ZBTB3	ENST00000394807	NM_001370809.1
POLR2G	ENST00000301788	NM_002696.3
TAF6L	ENST00000294168	NM_006473.4
TMEM223	ENST00000307366	NM_001080501.3
TMEM179B	ENST00000333449	NM_199337.3
NXF1	ENST00000294172	NM_006362.5
YPEL4	ENST00000300022	NM_145008.3
ZDHHC5	ENST00000287169	NM_015457.3
MRPL48	ENST00000310614	NM_016055.6
COA4	ENST00000355693	NM_016565.3
PAAF1	ENST00000310571	NM_025155.3
DNAJB13	ENST00000339764	NM_153614.4
UCP3	ENST00000314032	NM_003356.4
PPME1	ENST00000328257	NM_016147.3
KCNJ1	ENST00000392666	NM_153766.3
POLD4	ENST00000312419	NM_021173.5
CLCF1	ENST00000312438	NM_013246.3
PPP1CA	ENST00000376745	NM_002708.4
TBC1D10C	ENST00000542590	NM_001369496.1
RPS6KB2	ENST00000312629	NM_003952.3
PTPRCAP	ENST00000326294	NM_005608.3
CORO1B	ENST00000341356	NM_020441.3
GPR152	ENST00000312457	NM_206997.1
TMEM134	ENST00000308022	NM_025124.4
STX5	ENST00000294179	NM_003164.5
TUB	ENST00000299506	NM_177972.3
SRPRA	ENST00000332118	NM_003139.4
DCPS	ENST00000263579	NM_014026.6
ST3GAL4	ENST00000444328	NM_001254757.2
LYVE1	ENST00000256178	NM_006691.4
CTR9	ENST00000361367	NM_014633.5
ZBED5	ENST00000413761	NM_001143667.2
EIF3F	ENST00000651655	NM_003754.3
KCNA4	ENST00000328224	NM_002233.4
FSHB	ENST00000533718	NM_001382289.1
TRPT1	ENST00000317459	NM_001033678.4
BAD	ENST00000309032	NM_032989.3
ESRRA	ENST00000000442	NM_004451.5
CTSC	ENST00000227266	NM_001814.6
DUSP8	ENST00000397374	NM_004420.3
KRTAP5-1	ENST00000382171	NM_001005922.1
KRTAP5-2	ENST00000412090	NM_001004325.2
KRTAP5-3	ENST00000399685	NM_001012708.2
KRTAP5-6	ENST00000382160	NM_001012416.1
IFITM10	ENST00000340134	NM_001170820.4
CTSD	ENST00000236671	NM_001909.5
MRPL11	ENST00000310999	NM_016050.5
BBS1	ENST00000318312	NM_024649.5
ZDHHC24	ENST00000310442	NM_207340.3
ACTN3	ENST00000513398	NM_001104.4
SLC39A13	ENST00000362021	NM_001128225.3
RAPSN	ENST00000298854	NM_005055.5
NDUFS3	ENST00000263774	NM_004551.3
PTPMT1	ENST00000326674	NM_175732.3
KBTBD4	ENST00000430070	NM_018095.6
FAM180B	ENST00000538490	NM_001164379.3
C1QTNF4	ENST00000302514	NM_031909.3
FNBP4	ENST00000263773	NM_015308.5
PGM2L1	ENST00000298198	NM_173582.6
LIPT2	ENST00000310109	NM_001144869.3
KCNE3	ENST00000310128	NM_005472.5
CTSF	ENST00000310325	NM_003793.4
RTN4RL2	ENST00000335099	NM_178570.3
SLC43A1	ENST00000278426	NM_003627.6
TIMM10	ENST00000257245	NM_012456.3
UBE2L6	ENST00000287156	NM_004223.5
TMX2	ENST00000278422	NM_015959.4
SERPING1	ENST00000278407	NM_000062.3
SCN2B	ENST00000278947	NM_004588.5
HTATIP2	ENST00000451739	NM_001098522.2
PLAAT5	ENST00000540857	NM_001146729.2
PPP6R3	ENST00000393800	NM_001164161.2
C11orf71	ENST00000623205	NM_001271562.2
RBM7	ENST00000375490	NM_001286045.2
BMAL1	ENST00000403290	NM_001297719.2
UCP2	ENST00000663595	NM_003355.3
TECTA	ENST00000392793	NM_005422.4
SNX19	ENST00000265909	NM_014758.3
FAM168A	ENST00000356467	NM_015159.3
CABP4	ENST00000325656	NM_145200.5
VEGFB	ENST00000309422	NM_003377.5
MS4A12	ENST00000016913	NM_017716.3
MS4A13	ENST00000378186	NM_001012417.3
MS4A4A	ENST00000337908	NM_148975.3
MMP10	ENST00000279441	NM_002425.3
KAT5	ENST00000341318	NM_182710.3
RNASEH2C	ENST00000308418	NM_032193.4
AP5B1	ENST00000532090	NM_138368.5
OVOL1	ENST00000335987	NM_004561.4
CFL1	ENST00000308162	NM_005507.3
SNX32	ENST00000308342	NM_152760.3
MUS81	ENST00000308110	NM_025128.5
CTSW	ENST00000307886	NM_001335.4
MTNR1B	ENST00000257068	NM_005959.5
SLC36A4	ENST00000326402	NM_152313.4
FAT3	ENST00000525166	NM_001367949.2
MMP1	ENST00000315274	NM_002421.4
MPPED2	ENST00000358117	NM_001584.3
PATE1	ENST00000305738	NM_138294.3
PATE2	ENST00000358524	NM_212555.3
PATE3	ENST00000445202	NM_001129883.4
PATE4	ENST00000457514	NM_001144874.1
HYLS1	ENST00000425380	NM_001134793.2
PUS3	ENST00000227474	NM_031307.4
DDX25	ENST00000263576	NM_013264.5
RPUSD4	ENST00000298317	NM_032795.3
WEE1	ENST00000450114	NM_003390.4
TMEM109	ENST00000227525	NM_024092.3
TMEM132A	ENST00000453848	NM_178031.3
CD6	ENST00000313421	NM_006725.5
SLC15A3	ENST00000227880	NM_016582.3
ART5	ENST00000397068	NM_053017.5
ART1	ENST00000250693	NM_004314.3
CHRNA10	ENST00000250699	NM_020402.4
PGAP2	ENST00000278243	NM_014489.4
RHOG	ENST00000351018	NM_001665.4
RRM1	ENST00000300738	NM_001033.5
TEAD1	ENST00000527636	NM_021961.6
CTTN	ENST00000301843	NM_005231.4
FAM181B	ENST00000329203	NM_175885.4
PRCP	ENST00000313010	NM_005040.4
DDIAS	ENST00000533655	NM_145018.4
RAB30	ENST00000527633	NM_001286060.2
SCGB1C1	ENST00000342878	NM_145651.3
SIRT3	ENST00000382743	NM_012239.6
NLRP6	ENST00000534750	NM_001276700.2
PGGHG	ENST00000409548	NM_025092.5
IFITM5	ENST00000382614	NM_001025295.3
B4GALNT4	ENST00000329962	NM_178537.5
PKP3	ENST00000331563	NM_007183.4
SIGIRR	ENST00000431843	NM_001135054.2
ANO9	ENST00000332826	NM_001012302.3
P2RY2	ENST00000393597	NM_002564.4
P2RY6	ENST00000540124	NM_001277204.2
IFITM1	ENST00000408968	NM_003641.5
SCN3B	ENST00000299333	NM_001040151.2
ZNF202	ENST00000530393	NM_003455.4
TMEM126B	ENST00000358867	NM_018480.7
TMEM126A	ENST00000304511	NM_032273.4
CCDC89	ENST00000316398	NM_152723.3
IFITM3	ENST00000399808	NM_021034.3
KCTD14	ENST00000353172	NM_023930.4
THRSP	ENST00000281030	NM_003251.4
NDUFC2	ENST00000281031	NM_004549.6
RRP8	ENST00000254605	NM_015324.4
ILK	ENST00000299421	NM_004517.4
MRPL17	ENST00000288937	NM_022061.4
DCHS1	ENST00000299441	NM_003737.4
ALG8	ENST00000299626	NM_024079.5
LRRC32	ENST00000260061	NM_001128922.2
TSKU	ENST00000333090	NM_015516.4
ACER3	ENST00000532485	NM_018367.7
B3GNT6	ENST00000622824	NM_138706.5
CAPN5	ENST00000648180	NM_004055.5
OMP	ENST00000529803	NM_006189.1
C2CD3	ENST00000334126	NM_001286577.2
CCDC82	ENST00000646818	NM_024725.4
JRKL	ENST00000332349	NM_001261833.2
TMEM45B	ENST00000281441	NM_138788.5
PRDM10	ENST00000360871	NM_199437.2
ST14	ENST00000278742	NM_021978.4
CLP1	ENST00000533682	NM_006831.3
AKIP1	ENST00000309377	NM_020642.4
C11orf16	ENST00000326053	NM_020643.3
TMEM9B	ENST00000534025	NM_020644.3
SCUBE2	ENST00000649792	NM_001367977.2
DENND5A	ENST00000328194	NM_015213.4
TMEM41B	ENST00000528080	NM_015012.4
IPO7	ENST00000379719	NM_006391.3
CD5	ENST00000347785	NM_014207.4
VPS37C	ENST00000301765	NM_017966.5
PGA3	ENST00000325558	NM_001079807.4
PGA5	ENST00000312403	NM_014224.5
DDB1	ENST00000301764	NM_001923.5
TKFC	ENST00000394900	NM_015533.4
CYB561A3	ENST00000294072	NM_153611.6
CPSF7	ENST00000439958	NM_001142565.3
SDHAF2	ENST00000301761	NM_017841.4
SAXO4	ENST00000338608	NM_145017.3
LRRC10B	ENST00000378075	NM_001145077.2
TUT1	ENST00000476907	NM_022830.3
MTA2	ENST00000278823	NM_004739.4
EML3	ENST00000394773	NM_153265.3
ROM1	ENST00000278833	NM_000327.4
B3GAT3	ENST00000265471	NM_012200.4
GANAB	ENST00000356638	NM_198334.3
INTS5	ENST00000330574	NM_030628.2
C11orf98	ENST00000524958	NM_001286086.2
CSKMT	ENST00000532971	NM_001043229.2
UQCC3	ENST00000377953	NM_001085372.3
UBXN1	ENST00000301935	NM_001286077.2
LRRN4CL	ENST00000317449	NM_203422.4
GNG3	ENST00000294117	NM_012202.5
HNRNPUL2	ENST00000301785	NM_001079559.3
CHRM1	ENST00000306960	NM_000738.3
IFTAP	ENST00000334307	NM_138787.4
PIH1D2	ENST00000280350	NM_138789.4
TP53AIP1	ENST00000531399	NM_022112.3
WDR74	ENST00000278856	NM_001369450.1
DEUP1	ENST00000298050	NM_181645.4
MRGPRX3	ENST00000621697	NM_001370464.1
OR5AN1	ENST00000641998	NM_001004729.2
OR51L1	ENST00000641819	NM_001004755.2
OR8J1	ENST00000533152	NM_001005205.3
OR8D4	ENST00000641687	NM_001005197.2
OR4S2	ENST00000641692	NM_001004059.3
OR4C6	ENST00000314259	NM_001004704.2
OR8H2	ENST00000313503	NM_001386064.1
OR4D9	ENST00000641962	NM_001004711.2
PSMC3	ENST00000298852	NM_002804.5
OR52N5	ENST00000641181	NM_001385662.1
OR56A4	ENST00000641156	NM_001005179.4
OR52A5	ENST00000307388	NM_001005160.3
OR8D1	ENST00000641015	NM_001002917.2
OR5B3	ENST00000641865	NM_001005469.2
MAP6	ENST00000304771	NM_033063.2
OR52A1	ENST00000380367	NM_012375.3
OR5A2	ENST00000302040	NM_001001954.2
OR10G7	ENST00000641585	NM_001004463.2
OR52N1	ENST00000641645	NM_001001913.2
OR5B2	ENST00000641342	NM_001005566.3
OR5M3	ENST00000641993	NM_001004742.3
OR8B8	ENST00000642064	NM_012378.2
CASP4	ENST00000444739	NM_001225.4
CASP5	ENST00000260315	NM_004347.5
CENATAC	ENST00000334418	NM_198489.3
RPS25	ENST00000527673	NM_001028.3
TRAPPC4	ENST00000533632	NM_016146.6
C2CD2L	ENST00000648610	NM_001290474.2
HINFP	ENST00000350777	NM_198971.3
ABCG4	ENST00000619701	NM_022169.5
NHERF4	ENST00000355547	NM_001168468.2
MCAM	ENST00000264036	NM_006500.3
GRK2	ENST00000308595	NM_001619.5
ANKRD13D	ENST00000511455	NM_207354.3
SSH3	ENST00000308127	NM_017857.4
RAD9A	ENST00000307980	NM_004584.3
PITPNM1	ENST00000356404	NM_004910.3
CDK2AP2	ENST00000301488	NM_005851.5
CABP2	ENST00000294288	NM_016366.3
GSTP1	ENST00000398606	NM_000852.4
NDUFV1	ENST00000322776	NM_007103.4
NUDT8	ENST00000376693	NM_001243750.2
ACY3	ENST00000255082	NM_080658.2
SLC22A6	ENST00000360421	NM_153276.3
SLC22A8	ENST00000336232	NM_004254.4
SLC22A9	ENST00000279178	NM_080866.3
TRIM5	ENST00000380034	NM_033034.3
ARFIP2	ENST00000396777	NM_001376558.2
TIMM10B	ENST00000254616	NM_012192.4
TPP1	ENST00000299427	NM_000391.4
OR10A4	ENST00000379829	NM_207186.2
FADS2	ENST00000278840	NM_004265.4
TRMT112	ENST00000544844	NM_016404.3
CREBZF	ENST00000527447	NM_001039618.4
OR9G1	ENST00000642097	NM_001005213.2
OR4D10	ENST00000530162	NM_001004705.2
NCR3LG1	ENST00000338965	NM_001202439.3
ZBTB16	ENST00000335953	NM_006006.6
USH1C	ENST00000005226	NM_153676.4
USH1C	ENST00000318024	NM_005709.4
OTOG	ENST00000399397	NM_001292063.2
OLFML1	ENST00000329293	NM_198474.4
PPFIBP2	ENST00000299492	NM_003621.5
CYB5R2	ENST00000299498	NM_016229.5
BUD13	ENST00000260210	NM_032725.4
ZPR1	ENST00000227322	NM_003904.5
APOA5	ENST00000227665	NM_001371904.1
APOA4	ENST00000357780	NM_000482.4
APOC3	ENST00000227667	NM_000040.3
APOA1	ENST00000236850	NM_000039.3
SIK3	ENST00000445177	NM_001366686.3
OR56A3	ENST00000641160	NM_001003443.3
OR51M1	ENST00000642046	NM_001004756.3
